#-----------------+
#  TRI SELECTION  |
#-----------------+
#
#+--------+-----------------------------+
#|        |           inverse           |
#| Taille | Opérations     Comparaisons |
#+ -------+--------------+--------------+
     307            459           46971  
     308            462           47278  
     309            462           47586  
     310            465           47895  
     311            465           48205  
     312            468           48516  
     313            468           48828  
     314            471           49141  
     315            471           49455  
     316            474           49770  
     317            474           50086  
     318            477           50403  
     319            477           50721  
     320            480           51040  
     321            480           51360  
     322            483           51681  
     323            483           52003  
     324            486           52326  
     325            486           52650  
     326            489           52975  
     327            489           53301  
     328            492           53628  
     329            492           53956  
     330            495           54285  
     331            495           54615  
     332            498           54946  
     333            498           55278  
     334            501           55611  
     335            501           55945  
     336            504           56280  
     337            504           56616  
     338            507           56953  
     339            507           57291  
     340            510           57630  
     341            510           57970  
     342            513           58311  
     343            513           58653  
     344            516           58996  
     345            516           59340  
     346            519           59685  
     347            519           60031  
     348            522           60378  
     349            522           60726  
     350            525           61075  
     351            525           61425  
     352            528           61776  
     353            528           62128  
     354            531           62481  
     355            531           62835  
     356            534           63190  
     357            534           63546  
     358            537           63903  
     359            537           64261  
     360            540           64620  
     361            540           64980  
     362            543           65341  
     363            543           65703  
     364            546           66066  
     365            546           66430  
     366            549           66795  
     367            549           67161  
     368            552           67528  
     369            552           67896  
     370            555           68265  
     371            555           68635  
     372            558           69006  
     373            558           69378  
     374            561           69751  
     375            561           70125  
     376            564           70500  
     377            564           70876  
     378            567           71253  
     379            567           71631  
     380            570           72010  
     381            570           72390  
     382            573           72771  
     383            573           73153  
     384            576           73536  
     385            576           73920  
     386            579           74305  
     387            579           74691  
     388            582           75078  
     389            582           75466  
     390            585           75855  
     391            585           76245  
     392            588           76636  
     393            588           77028  
     394            591           77421  
     395            591           77815  
     396            594           78210  
     397            594           78606  
     398            597           79003  
     399            597           79401  
     400            600           79800  
     401            600           80200  
     402            603           80601  
     403            603           81003  
     404            606           81406  
     405            606           81810  
     406            609           82215  
     407            609           82621  
     408            612           83028  
     409            612           83436  
     410            615           83845  
     411            615           84255  
     412            618           84666  
     413            618           85078  
     414            621           85491  
     415            621           85905  
     416            624           86320  
     417            624           86736  
     418            627           87153  
     419            627           87571  
     420            630           87990  
     421            630           88410  
     422            633           88831  
     423            633           89253  
     424            636           89676  
     425            636           90100  
     426            639           90525  
     427            639           90951  
     428            642           91378  
     429            642           91806  
     430            645           92235  
     431            645           92665  
     432            648           93096  
     433            648           93528  
     434            651           93961  
     435            651           94395  
     436            654           94830  
     437            654           95266  
     438            657           95703  
     439            657           96141  
     440            660           96580  
     441            660           97020  
     442            663           97461  
     443            663           97903  
     444            666           98346  
     445            666           98790  
     446            669           99235  
     447            669           99681  
     448            672          100128  
     449            672          100576  
     450            675          101025  
     451            675          101475  
     452            678          101926  
     453            678          102378  
     454            681          102831  
     455            681          103285  
     456            684          103740  
     457            684          104196  
     458            687          104653  
     459            687          105111  
     460            690          105570  
     461            690          106030  
     462            693          106491  
     463            693          106953  
     464            696          107416  
     465            696          107880  
     466            699          108345  
     467            699          108811  
     468            702          109278  
     469            702          109746  
     470            705          110215  
     471            705          110685  
     472            708          111156  
     473            708          111628  
     474            711          112101  
     475            711          112575  
     476            714          113050  
     477            714          113526  
     478            717          114003  
     479            717          114481  
     480            720          114960  
     481            720          115440  
     482            723          115921  
     483            723          116403  
     484            726          116886  
     485            726          117370  
     486            729          117855  
     487            729          118341  
     488            732          118828  
     489            732          119316  
     490            735          119805  
     491            735          120295  
     492            738          120786  
     493            738          121278  
     494            741          121771  
     495            741          122265  
     496            744          122760  
     497            744          123256  
     498            747          123753  
     499            747          124251  
     500            750          124750  
     501            750          125250  
     502            753          125751  
     503            753          126253  
     504            756          126756  
     505            756          127260  
     506            759          127765  
     507            759          128271  
     508            762          128778  
     509            762          129286  
     510            765          129795  
     511            765          130305  
     512            768          130816  
#+ -------+--------------+--------------+--------------+--------------+--------------+--------------+
